City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
550,Cockburn Town,21.4612,-71.1419,78.39,77,0,18.32,TC,2022-04-06 01:41:01
551,Tutoia,-2.7619,-42.2744,76.64,89,100,5.53,BR,2022-04-06 01:41:01
552,California City,35.1258,-117.9859,74.79,36,0,23.02,US,2022-04-06 01:41:01
553,Vestmannaeyjar,63.4427,-20.2734,29.57,64,24,27.47,IS,2022-04-06 01:41:01
554,Nalut,30.3333,10.85,78.64,14,3,7.18,LY,2022-04-06 01:41:02
555,Bilibino,68.0546,166.4372,5.97,75,96,3.53,RU,2022-04-06 01:41:01
556,Morgan City,29.6994,-91.2068,76.01,100,100,11.5,US,2022-04-06 01:41:02
557,Sangin,32.0728,64.8359,72.34,12,3,4.54,AF,2022-04-06 01:41:02
558,Sulphur,30.2366,-93.3774,73.6,94,40,6.91,US,2022-04-06 01:41:03
559,Villafranca De Los Barros,38.5614,-6.3381,41.52,92,100,3.29,ES,2022-04-06 01:41:03
560,Harer,9.3094,42.1258,60.01,50,5,3.36,ET,2022-04-06 01:41:03
561,General Roca,-39.0333,-67.5833,70.75,31,98,6.13,AR,2022-04-06 01:41:04
562,Bajil,15.0584,43.2851,80.19,56,0,3.22,YE,2022-04-06 01:41:04
563,Auki,-8.7676,160.7034,79.2,88,100,7.23,SB,2022-04-06 01:41:04
564,San Patricio,28.017,-97.5169,78.75,89,35,17.65,US,2022-04-06 01:41:05
565,Cedar City,37.6775,-113.0619,52.77,32,0,14.97,US,2022-04-06 01:42:05
566,Balkanabat,39.5108,54.3671,57.22,60,53,2.86,TM,2022-04-06 01:42:05
567,Yumen,40.2833,97.2,61.95,11,0,7.63,CN,2022-04-06 01:42:05
568,Isiro,2.7739,27.616,66.63,91,100,1.43,CD,2022-04-06 01:42:06
569,Naica,27.85,-105.4833,71.46,10,0,5.03,MX,2022-04-06 01:42:06
570,Camalu,30.85,-116.0667,62.55,76,0,3.06,MX,2022-04-06 01:42:06
571,Khani,41.9563,42.9566,40.57,86,100,2.57,GE,2022-04-06 01:42:07
572,Aljezur,37.3191,-8.8033,46.35,90,93,8.19,PT,2022-04-06 01:42:07
573,Anadyr,64.75,177.4833,3.7,77,0,13.42,RU,2022-04-06 01:42:07
574,Poronaysk,49.2167,143.1167,35.28,51,58,16.15,RU,2022-04-06 01:42:08
575,Basco,20.4487,121.9702,75.04,74,100,23.69,PH,2022-04-06 01:42:08
576,Teguldet,57.3064,88.1667,41.54,89,100,9.53,RU,2022-04-06 01:42:08
577,Darovskoy,58.77,47.9564,25.21,94,100,8.46,RU,2022-04-06 01:42:09
578,Korla,41.7597,86.1469,62.83,22,0,4.21,CN,2022-04-06 01:42:09
579,Pijino,9.3291,-74.453,80.92,77,83,4.18,CO,2022-04-06 01:42:09
580,Kota Belud,6.351,116.4305,81.99,75,88,2.06,MY,2022-04-06 01:42:09
581,Inta,66.0317,60.1659,5.81,96,100,12.53,RU,2022-04-06 01:42:10
582,Kavali,14.9167,79.9833,79.29,77,6,7.25,IN,2022-04-06 01:42:10
583,Calama,-22.4667,-68.9333,63.09,13,40,12.66,CL,2022-04-06 01:37:25
584,Heinola,61.2056,26.0381,19.99,83,100,10.92,FI,2022-04-06 01:42:11
585,Fereydun Kenar,36.6864,52.5225,55.62,88,0,0.0,IR,2022-04-06 01:42:11
586,Alta Floresta,-9.8756,-56.0861,71.74,95,94,2.01,BR,2022-04-06 01:42:11
587,Buraydah,26.326,43.975,75.65,12,6,10.18,SA,2022-04-06 01:42:11
588,Vanersborg,58.3807,12.3234,26.58,93,85,5.75,SE,2022-04-06 01:42:12
589,Umm Lajj,25.0213,37.2685,77.54,51,0,6.78,SA,2022-04-06 01:42:12
590,Moree,-29.4667,149.85,80.62,54,100,11.5,AU,2022-04-06 01:42:12
591,Ketchikan,55.3422,-131.6461,44.58,81,40,3.44,US,2022-04-06 01:41:02
592,Mamontovo,52.7055,81.6244,44.31,85,100,9.08,RU,2022-04-06 01:42:13
